at,Year_Month_Date,content,score,compound
2025-11-11 07:03:57,2025-11-11,Horrid hp inflation and powercreep and the building is absolute buns,1,-0.5423
2025-01-18 01:07:09,2025-01-18,"I played this game since it released, I even pre download this game... I really enjoy it before, but now the powercreep and HP inflation really take away the fun. I can't pull character that I love now, I have to save out for the character ""I need"" for finishing the end game. I can't even use my older chara that I love to finish the end game. this game became more greedy, it's true hsr is more generous in stellar jade than genshin but I can't feel the enjoyment I had in genshin in this game",1,0.9818
2023-05-28 19:26:06,2023-05-28,I would rate it more than this but due fact I could only play twice due to the error codes eg-10013 6021 And I looked for many ways to fix it after going through ways to fix and no changes I decided to uninstall and install it but still the same results I am writing this to hope that HOYOVERSE fix this in there next update,1,0.1531
2024-09-15 16:42:57,2024-09-15,"Um, I'm giving this one star for a reason. So when I get to the cutscene near the Hoolay prison when hanya, trailblazer, and Danheng arrive suddenly the screen goes black. When I refresh,it's get stuck at pompom loading screen. Please fix this as soon as possible. I want to keep playing",1,0.128
2025-03-16 07:21:23,2025-03-16,"Whenever I try to play the game the current version, the lags and it crashed too many times that it's annoyed me so much that it's stress me out because the game constantly lagging and crashed.",1,-0.765
2025-06-01 13:08:01,2025-06-01,"Power creep made the entire game before 2.0 absolutely redundant. And every character in the banner is a 5 star effectively reducing the number of new 4 stars, effectively making the game now purely p2w and to just progress the game you NEED the new characters or you will get stuck behind the well disguised pay wall. Play this only if you love you ruin your life in casinos.",1,0.8519
2025-03-07 02:12:34,2025-03-07,"I hope this game will change or shift its current direction, and it better has to change it now. I dreamt of this game's near future that it would not be friendly anymore and would set a bad precedence for any other free-to-play gacha space. Would hope for the come back soon to change our gamers' perspectives and visions of this game.",1,0.538
2023-06-08 01:08:11,2023-06-08,Update 1.1 is disaster. On previous version i still can play the game with my Infinix Hot 9 Play although i must restart the game 3 times to be able to play. But now it keep sending 1003 error message or something and keep blocking me to enter the game.,1,-0.7506
2023-05-16 17:35:16,2023-05-16,"The game looks interesting, but never tried to play it once. I wanna play it so badly but this ""error code 10013"" always pop up on my screen whenever I click the ""Click to start"" button. How do I get rid of this problem?",2,-0.9484
2025-12-07 18:09:35,2025-12-07,"Patch 3.8 feels so Dry, I'm gonna Uninstall this game.",1,0.0
2025-03-28 15:08:03,2025-03-28,"3.x Review: Performance remains a sticking point. The devs try to cram more detail into each new planet, which is appreciated, but at the cost of at such severe performance hits that they are now even noticeable on PC. I will turn a corner, on PC, and watch as assets populate my screen. You guys need to figure out your rendering pipeline, man.",3,-0.0516
2025-03-03 22:30:41,2025-03-03,"Stupid game, always laggy and so much powercreep. I'm literally a pass player and still struggle to clear content. I love the game's concept and story but this is honestly too much. If you don't have new dps you are basically gone.",1,0.6757
2025-05-03 23:30:59,2025-05-03,"still the same old powercreep issues, older characters cannot clear the endgame content anymore. not recommended to play this game unless you're willing to forgo what you want and instead play what the game tells you to.",1,-0.6755
2025-05-18 06:39:15,2025-05-18,"Ever since Penacony, the game has been so terrible that most people don't even wanna play the story and the rewards don't even seem worth it anymore at this point, it doesn't even seem Hoyo trying and it saddens me so cause my friend is got me into this game and it was extremely fun till they started releasing characters that my account desperately needs so...for once hoyo PLEASE LISTEN less you wanna lose money from not only the ride or die fans but even the low spenders",1,-0.6508
2025-03-02 15:59:00,2025-03-02,"Really loved this game before but now I can't even play it, having to pull for new characters is a disaster for f2p players like me.. Now it feels like the game is just trying to leech off of players instead of being fun like it used to.",1,0.8221
2023-05-13 08:24:25,2023-05-13,Im editing my review down to 2 stars. Im still loving the game but the constant crashes are making me want to uninstall the game. Im torn between whether to keep playing or uninstall. I beg you. Please fix the crashes so i can keep playing this wonderful game.,2,0.9302
2025-03-01 14:06:47,2025-03-01,"The game started good but now it is just a cash grab for poor story, poor storytelling, little to no cutscenes and a lot of powercreep. Better enjoy something else instead of this sorry state of a game.",1,-0.2835
2025-01-30 12:09:41,2025-01-30,"The game peaked during Belabog story. Its been a nonstop yapfest with zero payoff since then. Also, the game starts off as an interesting sci-fi space opera, but quickly turns into a techno-magic fantasy.",1,0.2144
2023-06-30 16:14:32,2023-06-30,I love this game but lately it crash or stop (become black) when i m playing and i had to restart back the game. And theres a money issue: I spend more money than usual in this game expenses and couldn't get Event character. Fix it and I will give Five Star. Thanks,1,0.3182
